0.776	 7.950
3.584	 9.848
9.616	 11.677
4.442	 14.923
12.494	 19.041
15.674	 21.421
16.698	 23.352
20.323	 27.323
21.759	 28.296
27.790	 28.790
37.408	 44.324
39.430	 46.123
41.937	 50.565
47.482	 56.565
53.113	 63.100
56.688	 64.558
57.911	 65.215
61.629	 65.620
58.905	 66.671
57.646	 69.221
68.767	 73.736
69.395	 75.373
69.519	 79.981
67.708	 80.378
76.004	 81.807
78.954	 83.070
87.022	 94.568
90.069	 95.983
90.127	 97.088
92.947	 97.326
87.797	 97.699
96.454	 98.512
102.240	 108.453
99.674	 108.878
103.556	 110.189
107.784	 110.755
108.844	 111.031
109.437	 112.066
110.547	 113.531
116.075	 122.721
122.252	 123.705
124.986	 132.986
124.407	 133.086
129.676	 133.894
134.188	 140.469
135.743	 143.698
137.384	 146.629
142.269	 147.040
141.294	 147.330
144.807	 148.675
135.756	 150.069
151.491	 162.518
158.061	 164.759
158.599	 165.249
160.125	 167.762
162.195	 167.807
160.956	 168.911
167.834	 169.213
167.688	 170.744
162.732	 171.006
169.566	 171.345
169.405	 172.885
180.071	 187.786
181.156	 188.007
183.680	 188.844
184.295	 190.271
184.057	 190.555
188.655	 191.913
190.269	 192.636
191.828	 193.996
194.021	 195.837
195.607	 201.179
202.125	 209.618
202.500	 212.447
211.557	 212.693
206.993	 212.872
207.304	 213.039
217.626	 224.689
217.995	 227.781
226.696	 230.287
230.863	 237.948
234.812	 241.130
237.184	 242.048
239.314	 243.526
238.006	 243.988
243.494	 246.286
239.563	 247.846
246.695	 250.265
253.201	 259.842
260.887	 267.301
260.299	 267.881
265.480	 268.461
267.346	 269.088
262.970	 270.978
261.967	 271.473
270.322	 274.322
268.456	 274.839
275.247	 282.994
282.597	 287.590
280.797	 288.053
286.412	 289.779
285.811	 292.978
292.001	 297.576
293.075	 299.522
295.834	 299.893
293.353	 300.657
297.471	 301.303
306.353	 312.762
307.271	 315.667
314.112	 319.073
318.341	 321.966
321.374	 325.318
330.667	 337.673
335.000	 339.908
332.613	 340.448
335.564	 343.311
343.238	 345.141
345.838	 353.302
346.908	 353.432
350.921	 355.876
351.804	 356.018
353.811	 358.062
354.968	 358.791
356.211	 360.373
356.511	 361.720
357.095	 362.482
361.928	 364.917
363.380	 366.723
364.025	 368.563
368.669	 379.352
370.967	 381.617
376.910	 382.124
374.282	 382.266
380.623	 383.610
380.008	 383.653
383.589	 388.227
390.098	 395.891
389.949	 397.643
395.699	 400.327
392.310	 400.982
403.176	 411.202
407.872	 416.437
411.912	 417.260
412.144	 417.998
415.577	 419.511
416.615	 419.813
418.508	 421.425
418.516	 421.731
417.184	 422.024
420.277	 422.065
421.754	 422.083
422.280	 428.038
423.978	 429.830
426.159	 430.753
428.942	 431.064
425.453	 432.878
432.659	 435.376
440.378	 446.332
445.194	 447.845
448.559	 453.878
448.718	 457.310
448.471	 457.855
459.129	 468.898
467.171	 470.230
475.539	 482.875
475.887	 482.928
483.425	 491.288
488.585	 495.115
490.115	 496.012
494.555	 496.439
491.012	 497.507
498.099	 505.172
501.331	 507.400
504.269	 511.094
510.760	 513.282
510.974	 517.020
