0.412	 9.030
2.648	 10.051
2.367	 10.573
6.753	 10.900
8.266	 11.728
10.618	 12.732
9.912	 12.941
7.569	 14.632
7.495	 15.304
15.811	 22.857
29.807	 37.306
33.459	 41.852
38.522	 44.209
44.740	 52.150
44.640	 53.105
48.727	 53.352
45.283	 53.415
46.625	 54.420
54.489	 57.497
50.283	 58.258
48.854	 59.305
56.549	 62.020
57.446	 62.207
61.820	 67.260
66.552	 69.370
66.717	 72.478
68.724	 73.081
71.014	 74.415
70.933	 75.015
77.543	 84.253
77.874	 84.349
78.371	 84.623
77.495	 85.543
81.992	 85.592
81.923	 85.891
76.653	 86.544
84.979	 87.281
82.321	 87.872
85.432	 88.255
88.671	 98.420
93.238	 100.264
94.674	 100.662
99.783	 101.101
95.892	 104.976
94.847	 105.551
105.811	 115.837
111.703	 117.449
112.361	 118.607
108.224	 119.077
112.676	 119.501
115.624	 121.787
113.800	 121.819
114.441	 123.946
123.313	 127.670
125.459	 133.051
125.206	 133.464
129.526	 136.266
130.714	 136.755
139.846	 146.973
139.531	 147.660
144.279	 150.108
148.630	 151.682
148.874	 155.037
156.277	 163.760
161.302	 164.979
161.652	 167.457
174.326	 180.179
177.309	 183.283
180.018	 183.463
175.116	 184.004
176.474	 186.442
177.424	 186.720
192.079	 197.776
191.029	 198.194
187.700	 198.354
187.007	 199.126
203.784	 211.465
211.858	 218.115
214.912	 219.484
217.201	 220.644
214.109	 220.673
212.946	 222.424
218.661	 223.005
218.183	 224.148
227.177	 238.057
232.101	 238.322
239.294	 247.037
246.190	 249.783
254.186	 260.121
250.844	 261.429
257.771	 261.581
267.220	 275.448
272.665	 276.969
275.933	 278.317
273.518	 278.573
277.780	 279.794
276.315	 280.890
279.929	 283.208
283.243	 285.514
285.105	 287.122
292.031	 299.921
291.890	 300.749
292.527	 301.499
295.897	 303.484
299.707	 305.861
308.909	 315.238
309.610	 316.924
312.880	 317.653
313.395	 322.250
318.109	 325.992
327.266	 335.756
330.346	 339.721
340.482	 348.154
340.997	 348.921
350.523	 356.332
350.153	 356.722
350.512	 357.532
354.302	 358.704
353.345	 359.298
355.128	 361.902
365.513	 373.912
369.701	 375.575
372.699	 377.492
370.028	 377.850
374.697	 378.473
376.365	 378.962
372.280	 383.442
382.087	 386.289
380.732	 386.313
384.691	 390.907
397.103	 405.048
403.768	 407.210
401.004	 409.988
405.177	 410.259
409.625	 413.697
407.686	 414.975
412.463	 416.217
420.367	 430.224
425.193	 431.861
428.711	 433.246
433.824	 440.162
435.864	 442.516
438.919	 444.512
442.270	 445.126
442.939	 447.230
443.162	 448.102
445.209	 449.808
448.780	 452.751
449.534	 455.323
455.292	 459.292
458.796	 463.476
461.579	 465.856
465.977	 472.352
478.965	 485.166
476.302	 485.634
480.497	 486.465
479.389	 487.487
480.175	 488.064
481.785	 488.574
481.087	 488.661
491.651	 498.441
493.603	 499.364
491.292	 499.481
498.505	 501.091
502.091	 510.794
516.902	 525.495
518.002	 526.864
526.460	 528.130
519.461	 528.168
526.628	 529.368
531.864	 539.328
537.111	 539.816
537.384	 542.224
540.700	 545.674
543.549	 550.472
546.383	 552.095
543.727	 552.608
547.628	 554.259
549.205	 555.790
552.853	 559.690
553.476	 560.259
556.471	 561.560
553.321	 562.139
554.797	 563.299
562.585	 564.162
567.189	 572.798
570.957	 574.896
576.461	 583.089
575.656	 583.508
580.834	 587.208
583.855	 593.499
588.999	 597.746
594.089	 598.724
596.193	 600.105
596.320	 602.206
597.332	 602.314
599.319	 604.559
600.444	 606.557
602.311	 610.878
607.142	 617.646
607.555	 618.633
611.932	 619.968
620.083	 627.254
631.226	 637.329
634.546	 640.734
636.059	 641.004
638.314	 641.459
641.171	 642.364
646.603	 654.804
646.666	 655.246
654.000	 657.270
647.620	 657.757
662.273	 671.850
680.267	 687.162
684.471	 689.069
690.593	 698.104
696.036	 699.283
699.394	 704.888
708.053	 715.381
705.629	 716.319
713.981	 718.267
712.930	 719.966
716.262	 722.874
731.144	 738.770
732.614	 743.735
742.817	 747.084
740.941	 747.596
744.068	 747.828
739.157	 748.684
744.929	 750.776
762.319	 769.683
765.677	 772.417
769.268	 776.170
769.542	 776.213
771.073	 777.719
769.618	 778.254
777.293	 779.503
778.174	 780.810
774.994	 782.736
773.777	 783.202
783.748	 791.513
785.159	 792.321
791.887	 794.480
793.282	 797.798
796.759	 803.104
800.833	 804.189
794.822	 805.164
814.599	 822.384
819.878	 824.189
821.394	 825.369
813.710	 825.845
825.349	 827.181
824.461	 827.420
824.001	 829.799
826.529	 830.431
829.914	 831.651
834.344	 840.562
834.775	 840.938
838.243	 842.801
833.261	 843.189
838.891	 844.141
838.879	 844.481
840.335	 844.916
841.478	 845.787
844.745	 846.329
845.056	 846.533
839.143	 848.784
845.146	 849.703
848.053	 850.520
850.121	 854.312
854.771	 863.582
860.609	 866.207
862.752	 867.708
869.284	 876.137
871.313	 877.142
873.569	 877.673
875.400	 878.236
878.436	 886.866
882.106	 888.419
885.383	 889.875
891.420	 900.392
893.961	 900.585
892.588	 901.847
894.860	 903.491
896.247	 903.976
900.563	 904.757
902.063	 905.113
902.171	 905.238
902.508	 906.058
894.883	 906.478
903.411	 912.685
908.823	 914.481
908.039	 916.332
913.108	 919.457
914.486	 919.499
919.325	 922.247
914.322	 924.352
921.416	 925.643
921.956	 926.467
925.497	 931.638
931.563	 934.112
926.878	 934.885
927.178	 936.859
935.802	 938.940
938.497	 943.647
938.033	 944.232
938.718	 946.252
943.286	 947.735
948.283	 956.741
951.153	 960.695
952.569	 962.401
959.363	 962.473
966.140	 974.000
963.625	 974.785
973.985	 977.667
977.013	 980.234
977.376	 982.576
980.306	 987.323
980.341	 989.113
984.515	 989.150
982.970	 989.379
985.155	 991.421
981.876	 991.751
991.298	 992.279
987.546	 993.503
992.526	 994.622
