0.038	 5.292
0.711	 5.723
0.170	 6.104
1.156	 6.155
1.601	 6.406
1.592	 6.465
1.322	 6.553
0.777	 7.057
1.618	 7.111
2.043	 7.314
1.704	 7.386
2.101	 7.438
2.240	 7.714
2.236	 7.934
2.336	 7.946
2.363	 7.993
1.864	 7.994
2.418	 8.302
2.837	 8.337
2.909	 8.374
3.059	 8.550
2.724	 8.647
4.099	 8.738
4.766	 8.955
4.380	 9.088
3.516	 9.262
4.904	 9.457
5.463	 9.660
5.137	 9.709
5.693	 9.791
5.748	 10.141
5.223	 10.487
5.592	 10.553
6.536	 10.633
6.240	 10.675
8.462	 11.054
6.602	 11.094
8.631	 11.227
8.763	 11.306
8.354	 11.395
6.905	 11.512
8.491	 11.858
9.567	 12.055
8.851	 12.112
9.022	 12.112
9.623	 12.254
9.942	 12.378
9.997	 12.587
11.076	 12.872
10.102	 13.055
10.693	 13.166
11.124	 13.417
11.599	 13.438
10.144	 13.606
12.499	 13.894
12.694	 13.960
13.429	 14.027
13.062	 14.246
13.658	 14.348
13.592	 14.371
12.864	 14.378
13.700	 14.601
14.186	 14.690
13.985	 14.710
13.827	 14.981
14.754	 15.038
14.785	 15.168
14.554	 15.524
15.087	 15.918
14.934	 15.956
15.813	 16.135
15.554	 16.236
16.145	 16.517
15.832	 16.556
16.296	 16.857
16.330	 17.497
16.319	 17.664
16.298	 17.868
16.530	 18.444
16.366	 18.504
16.419	 18.577
16.962	 18.940
18.216	 18.983
18.440	 19.202
18.607	 19.673
18.717	 20.042
18.597	 20.580
20.545	 21.079
20.395	 21.389
20.741	 21.452
20.929	 21.777
21.579	 22.073
21.792	 22.104
22.138	 22.596
22.173	 22.889
22.470	 23.372
23.034	 23.825
24.203	 24.671
24.245	 24.954
24.559	 25.515
24.998	 25.875
25.012	 27.222
25.342	 27.650
25.391	 27.813
25.835	 28.045
25.884	 28.364
26.161	 28.665
26.320	 29.087
26.465	 29.383
26.713	 30.325
26.559	 30.457
27.793	 31.020
27.242	 31.150
27.474	 31.422
28.198	 31.426
28.743	 31.442
29.207	 31.605
29.408	 31.694
28.632	 31.747
29.771	 31.771
30.169	 32.125
29.737	 32.144
30.244	 32.242
30.313	 32.352
29.922	 32.517
29.957	 32.665
30.354	 32.846
30.435	 32.988
30.870	 33.012
30.567	 33.428
31.763	 33.475
31.505	 33.636
32.047	 33.644
30.829	 33.756
32.191	 33.925
32.626	 34.112
32.520	 34.152
33.323	 34.190
33.597	 34.507
33.605	 34.548
33.229	 34.785
33.762	 34.855
34.598	 34.982
34.103	 35.035
34.326	 35.196
35.086	 35.340
35.121	 35.495
33.290	 35.733
35.352	 35.819
35.530	 35.866
35.823	 36.152
35.754	 36.568
36.064	 36.579
36.284	 36.689
36.614	 36.847
36.341	 36.891
36.893	 37.157
36.301	 37.227
36.975	 37.597
37.463	 38.164
37.576	 38.401
38.177	 38.555
37.823	 38.606
38.341	 39.181
38.490	 39.278
38.448	 39.508
38.634	 39.989
38.655	 40.006
38.789	 40.357
38.675	 40.422
38.562	 40.497
39.107	 40.719
38.954	 41.024
39.415	 41.225
39.291	 41.382
39.684	 41.663
39.749	 42.167
39.738	 42.363
39.669	 42.565
40.158	 42.722
39.901	 42.815
40.437	 42.975
40.453	 43.363
40.602	 43.495
40.647	 43.968
41.337	 44.286
42.175	 44.297
41.494	 44.304
42.311	 44.573
42.284	 44.593
42.388	 44.665
42.275	 45.040
42.414	 45.066
43.459	 45.300
43.330	 45.307
43.608	 45.475
44.237	 45.583
43.804	 45.585
43.338	 45.657
44.638	 45.907
44.934	 46.094
44.920	 46.178
44.981	 46.318
45.089	 46.333
45.874	 46.610
43.994	 46.709
45.536	 46.965
45.433	 47.174
46.709	 47.220
45.877	 47.262
46.670	 47.263
47.716	 48.057
47.156	 48.234
47.727	 48.475
48.106	 48.550
48.637	 49.278
48.875	 49.289
49.293	 49.737
49.217	 49.758
49.587	 50.950
49.312	 51.207
49.778	 51.536
49.995	 52.137
49.886	 52.331
50.753	 52.412
50.865	 52.650
50.966	 52.936
51.183	 53.194
51.231	 53.538
51.604	 53.815
51.262	 53.848
52.274	 54.674
51.999	 55.140
52.898	 55.238
53.407	 55.422
53.188	 55.617
53.467	 55.806
52.408	 55.871
54.203	 56.058
54.142	 56.064
53.748	 56.243
54.647	 56.285
54.596	 56.339
55.106	 56.712
53.859	 56.714
55.279	 56.726
55.622	 56.877
55.453	 56.900
55.974	 57.027
56.741	 57.485
56.105	 57.517
56.951	 57.742
57.232	 57.959
57.022	 58.225
55.898	 58.396
57.164	 58.491
57.508	 58.506
57.843	 58.771
58.150	 59.059
57.771	 59.063
58.935	 59.274
59.428	 60.444
60.374	 61.079
60.595	 61.649
60.641	 63.004
60.738	 63.668
61.303	 63.937
61.501	 64.348
61.711	 65.735
62.072	 66.282
62.222	 66.445
61.866	 66.487
62.567	 66.595
63.217	 66.971
63.056	 67.144
63.357	 67.229
63.076	 67.256
64.228	 67.577
64.902	 67.713
65.572	 67.850
64.274	 67.874
64.726	 68.039
65.788	 68.065
65.857	 68.172
65.989	 68.396
65.917	 68.600
