4.135	 56.005
7.131	 59.155
7.899	 61.481
18.988	 62.531
21.106	 63.758
21.074	 64.382
18.996	 65.170
29.944	 65.969
32.409	 66.948
32.500	 69.647
33.481	 69.888
21.627	 70.410
36.299	 71.873
37.853	 72.494
39.024	 73.452
37.005	 74.148
39.998	 75.556
38.578	 76.037
46.026	 77.769
47.061	 77.986
47.226	 80.182
42.483	 80.483
48.478	 81.580
50.027	 82.829
54.764	 82.989
50.068	 84.362
67.521	 87.230
63.542	 88.108
70.115	 89.420
65.331	 89.753
72.924	 89.963
89.957	 91.207
80.380	 92.314
78.442	 92.965
91.795	 94.156
93.910	 97.541
99.005	 99.904
95.873	 102.276
